code,n_qual,first_q,last_q,touch_date,days_to_touch,years_to_touch,max_drawdown,hold,denom,has_mcap
000338,995,2007-04-30,2019-01-02,2010-11-05,800,3.28,-0.7872763419483102,False,3141,True
000400,351,2018-04-26,2020-02-19,2021-12-15,885,3.63,-0.35140084434453633,False,2300,True
000401,150,2013-06-25,2014-07-22,2017-04-12,858,3.52,-0.6079663958694923,False,2940,True
000402,22,2006-11-24,2007-03-14,2007-08-02,164,0.67,-0.263793935072561,False,3384,True
000403,248,2017-12-25,2019-08-23,2021-02-08,748,3.07,-0.42273179227163526,False,687,True
000410,160,2010-06-08,2015-01-20,2015-05-18,1151,4.72,-0.6938580961459894,False,1155,True
000415,47,2014-07-22,2014-09-26,2015-05-26,114,0.47,-0.1716473628792956,False,1142,True
000422,47,2016-11-07,2017-02-13,2021-09-10,1141,4.68,-0.7503417384253003,False,1446,True
000423,96,2008-08-01,2009-09-04,2011-01-07,584,2.39,-0.3250846382916086,False,3123,True
000425,131,2008-01-07,2009-09-02,2010-11-09,644,2.64,-0.6454552962552207,False,2908,True
000426,155,2019-05-21,2020-12-31,2024-05-20,1212,4.97,-0.5293133136999308,,1031,True
000503,627,2010-01-08,2016-03-11,2014-12-12,1188,4.87,-0.5772073068496433,True,1944,True
000506,5,2013-05-10,2013-05-16,2015-06-17,393,1.61,-0.47833432717153646,False,570,True
000513,308,2012-11-02,2019-01-02,2017-11-01,1119,4.59,-0.49308112116013003,True,2069,True
000516,920,2014-10-17,2020-10-26,2015-04-13,112,0.46,-0.1543370925209,False,1313,True
000519,395,2017-08-15,2020-12-31,2022-08-15,1215,4.98,-0.5124529348394185,False,684,True
000537,41,2020-11-05,2020-12-31,2021-11-22,254,1.04,-0.3108012845617608,False,240,True
000538,294,2008-03-14,2009-11-26,2013-03-05,1191,4.88,-0.3597410771981292,True,2940,True
000547,354,2011-09-22,2019-12-31,2014-10-10,583,2.39,-0.4486742342497878,False,1214,True
000558,15,2011-03-30,2015-05-06,2015-05-15,896,3.67,-0.6463338043648924,False,532,True
000559,981,2010-05-24,2015-01-19,2015-05-19,1197,4.91,-0.6645259437399795,False,2570,True
000563,2,2018-10-16,2018-10-18,2019-03-06,94,0.39,-0.18811404888337924,False,1526,True
000566,124,2012-10-19,2015-01-23,2015-04-07,587,2.41,-0.34147236656557267,False,1201,True
000568,1654,2006-12-18,2020-06-30,2007-10-24,164,0.67,-0.23841809053877183,False,3306,True
000581,2,2010-08-31,2010-09-02,2015-06-08,1145,4.69,-0.49102592107179266,False,2520,True
000591,255,2018-06-08,2020-07-28,2021-09-30,807,3.31,-0.35117992724559266,False,660,True
000592,76,2012-05-28,2014-10-28,2014-10-31,560,2.3,-0.42741203750378065,False,919,True
000596,1395,2013-04-01,2019-03-25,2018-01-22,1172,4.8,-0.4293496132565089,True,2555,True
000598,46,2011-08-10,2014-07-24,2015-06-11,921,3.77,-0.3957337400930935,False,1888,True
000620,32,2014-07-18,2014-09-16,2015-06-04,205,0.84,-0.2185337679418996,False,1361,True
000623,196,2007-01-12,2014-06-19,2007-05-08,71,0.29,-0.18278269196844832,False,3344,True
000625,1243,2010-01-27,2020-08-26,2015-01-12,1150,4.71,-0.5176676836209644,False,2875,True
000626,4,2015-02-25,2015-03-02,2015-05-20,22,0.09,-0.17135562210767352,False,468,True
000629,30,2020-04-28,2020-11-04,2022-07-21,541,2.22,-0.3798737788536354,False,2778,True
000631,17,2012-11-05,2013-05-15,2015-08-17,674,2.76,-0.4763467378676396,False,1436,True
000636,592,2015-07-15,2019-11-26,2020-06-19,1114,4.57,-0.5660022440762986,False,1448,True
000650,27,2012-10-10,2014-11-18,2015-06-11,643,2.64,-0.3845520117020025,False,1581,True
000651,1483,2007-01-23,2016-10-20,2008-01-15,230,0.94,-0.19901965399374066,False,3142,True
000652,166,2007-02-15,2018-03-27,2007-07-26,72,0.3,-0.1987927948183572,False,2069,True
000656,84,2016-01-26,2016-08-11,2020-08-17,1061,4.35,-0.2906103413681842,False,1408,True
000661,1642,2010-08-30,2019-09-04,2015-05-28,1112,4.56,-0.584038750343719,True,2159,True
000672,359,2016-07-18,2019-03-26,2020-04-20,905,3.71,-0.5265507629801106,False,959,True
000683,754,2016-09-14,2020-12-31,2021-08-24,1201,4.92,-0.5769754055468341,False,1017,True
000685,478,2012-04-18,2014-09-22,2015-06-02,744,3.05,-0.3618297517212602,False,2000,True
000686,576,2011-06-10,2014-09-22,2015-04-10,921,3.77,-0.4539682539682539,False,2661,True
000688,174,2016-06-23,2020-12-31,2020-07-08,874,3.58,-0.4806675355414738,False,973,True
000690,901,2010-06-18,2014-12-03,2015-06-12,1190,4.88,-0.5704125543257188,False,2897,True
000703,248,2014-07-16,2016-10-17,2017-12-27,837,3.43,-0.6129695405383798,True,1548,True
000708,33,2017-09-07,2019-10-25,2021-01-27,818,3.35,-0.3945551176832135,False,521,True
000709,43,2007-01-17,2007-04-03,2007-09-06,154,0.63,-0.2763169150228397,False,3182,True
000710,1,2019-10-30,2019-10-30,2020-07-30,183,0.75,-0.27006006695023455,False,552,True
000712,107,2014-02-07,2014-10-08,2015-04-07,245,1.0,-0.2496936927999206,False,1508,True
000717,21,2016-07-15,2016-08-12,2017-09-11,282,1.16,-0.26920152091254756,False,1587,True
000718,1000,2010-06-01,2020-04-14,2015-06-01,1190,4.88,-0.548866970039962,False,2594,True
000723,63,2018-01-04,2020-12-14,2019-04-18,226,0.93,-0.5149509803921569,False,606,True
000725,483,2011-12-13,2016-10-10,2015-06-24,847,3.47,-0.25774319066147855,False,2855,True
000728,930,2010-06-28,2014-08-12,2015-06-24,1203,4.93,-0.42825237297599106,False,2666,True
000733,901,2015-08-26,2020-12-18,2020-08-11,1185,4.86,-0.6025307929176289,True,1184,True
000736,1,2018-02-01,2018-02-01,2022-05-11,1032,4.23,-0.525976428307172,False,5,True
000738,216,2013-10-16,2014-08-27,2015-04-27,374,1.53,-0.22440366281041557,False,1735,True
000739,888,2015-08-07,2020-02-03,2020-07-02,1191,4.88,-0.4400054131907859,False,1255,True
000758,110,2013-06-27,2014-07-18,2015-06-12,472,1.93,-0.40710177544386095,False,2771,True
000762,332,2016-08-23,2020-12-28,2021-08-20,1215,4.98,-0.7363723709297263,False,1329,True
000768,1078,2010-05-06,2018-02-12,2015-05-04,1184,4.85,-0.5644336584397942,False,3051,True
000777,17,2014-09-02,2014-10-27,2015-05-26,175,0.72,-0.19977903334079206,False,815,True
000778,70,2012-12-03,2013-10-10,2015-06-12,606,2.48,-0.23326660684291656,False,2879,True
000783,1035,2010-05-06,2014-10-27,2014-12-17,1111,4.55,-0.5777166437414031,False,2909,True
000786,1002,2010-05-05,2019-08-15,2015-04-09,1183,4.85,-0.41384289189224344,True,2589,True
000792,600,2006-11-29,2020-04-29,2007-12-26,259,1.06,-0.26819517439706053,False,2994,True
000793,465,2010-05-12,2012-11-22,2015-04-03,946,3.88,-0.3409952662443183,False,2206,True
000799,515,2017-10-11,2020-10-09,2020-08-31,705,2.89,-0.5271357425616141,True,816,True
000800,151,2011-12-05,2013-04-12,2015-06-09,836,3.43,-0.4660385172913647,False,3115,True
000801,23,2011-04-14,2020-08-24,2015-05-25,960,3.93,-0.6290484689898972,False,935,True
000807,699,2012-11-27,2020-12-31,2017-09-14,1073,4.4,-0.584374671847107,False,2504,True
000810,110,2017-12-05,2020-12-31,2022-08-22,1145,4.69,-0.5546756162928266,False,813,True
000816,25,2011-10-10,2014-12-30,2015-05-27,796,3.26,-0.5413447888051033,False,873,True
000818,550,2015-05-25,2019-12-17,2020-01-22,916,3.75,-0.6338441707247207,True,861,True
000825,89,2020-02-03,2020-11-02,2021-09-09,394,1.61,-0.1783771042448289,False,533,True
000826,524,2010-11-24,2013-02-06,2015-05-21,1053,4.32,-0.44858500756102837,False,2355,True
000828,33,2011-03-03,2014-10-20,2015-06-10,964,3.95,-0.3539496168899178,False,1527,True
000829,581,2011-06-22,2020-11-20,2015-05-26,938,3.84,-0.6639889569725944,False,1786,True
000830,727,2012-07-27,2020-06-16,2015-06-18,701,2.87,-0.32010564322011237,True,1945,True
000831,1052,2016-08-01,2020-12-31,2021-07-30,1215,4.98,-0.5294606510501034,False,1972,True
000839,815,2011-08-08,2015-01-20,2015-06-15,932,3.82,-0.4805404728568339,False,3160,True
000858,1710,2006-04-21,2020-03-24,2007-01-15,175,0.72,-0.23306233062330617,True,3451,True
000860,1025,2013-10-11,2019-01-02,2018-07-31,1142,4.68,-0.5089281189289636,False,2151,True
000875,18,2015-02-05,2015-03-18,2015-06-08,59,0.24,-0.07920792079207928,False,660,True
000876,1009,2010-06-01,2019-03-28,2015-05-21,1153,4.73,-0.6047954238327571,False,2641,True
000877,19,2015-08-26,2018-12-12,2020-08-12,1176,4.82,-0.5898890919704118,False,1846,True
000878,82,2007-04-10,2014-07-21,2007-08-24,91,0.37,-0.14471790086074243,False,3043,True
000883,194,2013-12-11,2014-09-23,2015-05-15,232,0.95,-0.2918115899310264,False,1583,True
000887,846,2010-06-24,2020-07-02,2015-04-10,1132,4.64,-0.5934293044469783,False,2075,True
000895,255,2008-09-17,2016-04-21,2010-12-08,368,1.51,-0.2013899746708777,True,3034,True
000898,322,2006-11-30,2014-07-11,2007-08-09,164,0.67,-0.20418848167539272,False,3367,True
000901,71,2014-07-08,2020-12-31,2015-05-21,206,0.84,-0.208097364826496,False,1104,True
000902,30,2018-08-06,2020-03-24,2021-09-15,758,3.11,-0.40925990317490046,False,1228,True
000917,553,2010-05-06,2014-05-20,2015-04-24,1056,4.33,-0.4726027967718024,False,2177,True
000921,406,2018-08-02,2020-10-28,2023-04-20,1144,4.69,-0.39845062029362377,False,1733,True
000930,362,2010-06-28,2015-03-24,2015-06-24,1203,4.93,-0.6194967394908448,False,1608,True
000932,130,2014-07-24,2017-06-14,2017-09-01,602,2.47,-0.4306449577180361,False,2014,True
000933,827,2009-02-18,2020-12-31,2010-10-20,401,1.64,-0.42916457704015576,False,3151,True
000935,5,2016-08-30,2016-09-06,2016-11-01,26,0.11,-0.1646934053220208,False,846,True
000937,14,2009-01-05,2009-03-09,2009-08-04,137,0.56,-0.20592441266598582,False,3135,True
000938,76,2013-10-09,2015-05-29,2015-06-11,298,1.22,-0.38080584671603035,False,1367,True
000951,580,2015-07-08,2019-03-04,2020-06-15,1202,4.93,-0.4347934963421396,False,1808,True
000960,113,2007-04-18,2020-11-02,2007-09-21,106,0.43,-0.16786370469350254,False,2992,True
000963,786,2010-08-31,2020-03-23,2015-08-17,1157,4.74,-0.39885779971353763,True,2441,True
000969,19,2020-11-09,2020-12-09,2025-10-28,1204,4.93,-0.45096815286624203,,2280,True
000970,77,2010-08-30,2019-01-31,2015-05-26,1134,4.65,-0.49268296896956854,False,2471,True
000975,20,2016-01-26,2019-05-30,2020-07-22,929,3.81,-0.41647104534637114,True,1455,True
000977,581,2013-05-30,2020-12-31,2015-01-19,379,1.55,-0.2678199109508884,False,1738,True
000981,94,2014-08-29,2015-03-12,2015-07-27,175,0.72,-0.27049598007020725,False,791,True
000983,351,2007-02-01,2020-09-24,2007-08-03,119,0.49,-0.19493810515994603,True,3330,True
000988,612,2010-06-02,2020-12-31,2015-06-02,1202,4.93,-0.6422334327757853,False,2111,True
000997,522,2010-10-19,2014-10-24,2015-05-19,1026,4.2,-0.7145525382673534,False,2010,True
000998,688,2010-05-07,2014-04-30,2015-04-14,1049,4.3,-0.4177172061328791,False,2313,True
001696,229,2010-05-20,2020-12-21,2015-05-18,1170,4.8,-0.6495188253190097,False,1092,True
002001,903,2012-11-26,2018-10-29,2017-11-22,1199,4.91,-0.5022133705763578,True,2704,True
002004,15,2012-05-09,2014-02-21,2015-05-20,652,2.67,-0.26379305528396235,False,1579,True
002007,1267,2007-12-07,2019-08-06,2010-04-28,574,2.35,-0.450343264407695,False,3059,True
002008,1027,2010-04-02,2016-03-11,2015-04-02,1192,4.89,-0.6290665140191416,True,2550,True
002019,40,2018-10-11,2019-08-13,2020-07-23,434,1.78,-0.3682225549551895,False,1334,True
002022,360,2010-06-02,2014-01-27,2015-06-02,1183,4.85,-0.5482808571116213,False,1697,True
002023,29,2014-06-30,2014-08-29,2015-05-27,219,0.9,-0.27328896323450913,False,1369,True
002024,386,2006-09-25,2014-08-14,2007-05-17,147,0.6,-0.21215571626404062,True,3377,True
002025,714,2015-09-15,2020-05-25,2020-08-05,997,4.09,-0.40457572795672037,True,1342,True
002027,1,2020-04-13,2020-04-13,2021-02-18,206,0.84,-0.10340635835846479,False,1161,True
002028,771,2016-09-08,2020-12-31,2021-09-07,1215,4.98,-0.4771580122836404,True,1429,True
002029,165,2012-11-28,2015-02-10,2015-06-12,614,2.52,-0.47396643435966623,False,1714,True
002030,822,2013-10-15,2020-03-30,2015-03-09,341,1.4,-0.3340002049810392,False,1645,True
002032,488,2012-03-30,2017-03-03,2016-07-29,1051,4.31,-0.38366072162406506,True,1779,True
002036,53,2019-03-05,2019-08-30,2021-11-12,655,2.68,-0.42788428324697747,False,657,True
002037,1,2013-06-03,2013-06-03,2015-06-01,393,1.61,-0.3507370133170682,False,174,True
002038,149,2010-06-18,2012-06-08,2015-05-21,1189,4.87,-0.3943586577428063,True,2673,True
002041,175,2005-04-18,2020-02-05,2008-05-12,700,2.87,-0.6291869246882027,True,2324,True
002042,1,2005-04-27,2005-04-27,2007-05-08,459,1.88,-0.3609797297297297,True,1369,True
002043,7,2005-05-10,2005-05-18,2010-03-02,1129,4.63,-0.6526706816007204,True,454,True
002044,1,2005-05-18,2005-05-18,2008-01-07,592,2.43,-0.3513770180436847,True,1189,True
002046,1,2005-05-26,2005-05-26,2007-05-17,449,1.84,-0.3311208916021865,True,17,True
002048,1,2005-06-03,2005-06-03,2006-04-06,171,0.7,-0.1778523489932886,True,1232,True
002049,969,2005-06-06,2020-07-01,2007-02-26,392,1.61,-0.35259259259259246,True,1285,True
002050,1364,2005-06-07,2019-10-21,2007-10-16,479,1.96,-0.3239574816026165,True,1846,True
002055,18,2012-04-25,2015-03-20,2015-03-24,698,2.86,-0.4608521944880821,False,817,True
002056,629,2013-01-15,2020-02-04,2017-09-08,1125,4.61,-0.6095581605049594,True,2137,True
002063,158,2010-05-25,2014-08-04,2015-03-31,1093,4.48,-0.45382625893808004,False,1249,True
002064,759,2016-01-28,2020-07-03,2021-01-22,1203,4.93,-0.3555419285604784,False,1697,True
002065,862,2009-11-12,2013-12-24,2014-01-27,920,3.77,-0.4158200046943634,True,2346,True
002069,19,2009-11-11,2009-12-22,2010-11-03,229,0.94,-0.2398081534772183,False,1528,True
002074,575,2017-05-12,2020-09-30,2021-11-30,1095,4.49,-0.7173305172977957,False,1290,True
002075,217,2014-02-25,2020-02-06,2015-03-17,245,1.0,-0.24949698189134806,True,934,True
002078,550,2013-12-03,2019-06-14,2015-06-16,368,1.51,-0.21226197535744873,False,1848,True
002080,576,2016-01-12,2020-06-05,2021-01-08,1189,4.87,-0.5950216521767876,False,905,True
002081,383,2010-04-15,2014-06-16,2012-07-12,533,2.18,-0.36424957841483985,True,2519,True
002085,358,2014-07-22,2020-12-31,2015-05-22,179,0.73,-0.14420911050251994,True,1471,True
002092,155,2013-11-20,2020-11-06,2017-08-03,755,3.09,-0.6048133058927296,False,2435,True
002093,43,2011-09-05,2015-03-17,2015-05-25,872,3.57,-0.5217959895379249,False,1371,True
002095,103,2013-08-15,2015-01-20,2015-02-16,367,1.5,-0.4062157866855024,False,1016,True
002104,123,2014-01-29,2015-02-02,2015-05-21,282,1.16,-0.27484059511158354,False,699,True
002106,48,2010-01-08,2010-04-07,2010-11-15,202,0.83,-0.21119432228850088,False,1906,True
002117,3,2014-03-31,2014-04-03,2015-05-20,278,1.14,-0.23642111435454882,False,945,True
002124,16,2018-11-30,2019-01-02,2019-03-12,62,0.25,-0.12506852906824306,False,483,True
002126,118,2020-03-06,2020-12-31,2025-03-06,1211,4.96,-0.4911316635183868,,283,True
002127,329,2015-10-20,2019-01-02,2020-04-20,1008,4.13,-0.4524831169771695,False,1146,True
002129,1594,2010-12-13,2020-09-10,2015-05-08,1011,4.14,-0.6201788335780061,False,1943,True
002130,37,2020-08-07,2020-12-31,2024-10-18,1015,4.16,-0.4983024812147777,,223,True
002138,25,2015-07-07,2018-12-27,2020-02-24,1124,4.61,-0.37726008721150417,False,1550,True
002142,936,2012-10-26,2017-06-23,2017-10-18,1207,4.95,-0.4566392479435958,True,3112,True
002145,295,2016-08-18,2020-12-31,2021-08-09,1209,4.95,-0.5440340909090908,False,368,True
002146,405,2010-08-09,2014-07-10,2015-06-08,1135,4.65,-0.4968554345986801,False,2467,True
002151,278,2018-02-06,2020-04-03,2020-08-11,608,2.49,-0.433593769526466,False,972,True
002152,991,2010-08-10,2014-11-21,2015-03-24,1061,4.35,-0.6038400312368595,False,2438,True
002153,229,2011-04-15,2015-01-12,2015-02-11,824,3.38,-0.47749521773376846,False,1690,True
002155,151,2020-02-03,2020-12-31,2024-11-26,1170,4.8,-0.4753378532101743,,2568,True
002156,620,2011-04-25,2019-11-26,2015-06-04,994,4.07,-0.6362827043869628,False,1419,True
002157,752,2015-05-15,2019-02-19,2019-03-08,917,3.76,-0.6159924418105299,False,1220,True
002161,32,2012-04-16,2015-02-12,2015-05-26,717,2.94,-0.49265657103721183,False,653,True
002176,323,2011-02-22,2020-01-17,2015-06-10,983,4.03,-0.5483389646582977,False,1037,True
002179,1157,2013-12-26,2020-05-26,2015-05-25,342,1.4,-0.23884078907553996,True,1687,True
002183,409,2010-11-15,2015-02-13,2015-02-27,1019,4.18,-0.5589317879238782,False,1692,True
002185,1042,2015-02-25,2019-12-27,2020-02-21,1211,4.96,-0.6367866329283339,False,1738,True
002190,41,2010-12-07,2014-05-23,2015-06-02,909,3.73,-0.627939010419508,False,1265,True
002191,323,2010-12-03,2014-07-25,2015-05-26,1078,4.42,-0.3649315068493151,False,1935,True
002192,143,2016-07-11,2020-12-31,2021-07-09,1204,4.93,-0.7497479330510184,False,214,True
002195,66,2020-09-22,2020-12-31,2025-09-03,1199,4.91,-0.42636409759697436,,1400,True
002197,3,2015-03-25,2015-03-27,2015-06-04,49,0.2,-0.1708560379680084,False,233,True
002202,399,2011-12-15,2014-01-13,2015-06-02,828,3.39,-0.41995234455783836,False,2872,True
002203,18,2012-05-30,2013-11-13,2015-04-24,630,2.58,-0.36237475885244874,False,1528,True
002215,3,2015-03-02,2015-03-04,2015-05-27,59,0.24,-0.10666730301150196,False,511,True
002216,48,2013-04-02,2019-12-19,2015-05-29,514,2.11,-0.3930434782608696,False,454,True
002219,215,2011-05-12,2013-12-20,2015-03-20,890,3.65,-0.3821755814864124,False,1007,True
002221,33,2013-04-11,2015-01-09,2015-04-01,476,1.95,-0.35235378031383735,False,1437,True
002223,480,2011-04-15,2015-01-08,2015-05-19,933,3.82,-0.43388756927949323,False,2022,True
002230,1205,2010-11-19,2019-01-30,2015-04-13,1047,4.29,-0.519992455677103,True,2250,True
002236,435,2011-06-01,2015-02-09,2013-03-14,424,1.74,-0.26520170702378987,True,2240,True
002239,14,2018-11-20,2020-01-10,2020-07-14,399,1.64,-0.5092339635012566,False,705,True
002240,311,2017-07-27,2020-12-31,2021-07-12,960,3.93,-0.6421369647767448,False,582,True
002241,1100,2011-05-18,2020-04-29,2013-05-21,482,1.98,-0.2704946789849141,False,2299,True
002242,283,2011-05-25,2014-11-17,2015-08-13,1009,4.14,-0.43296379489408976,False,1843,True
002244,607,2011-09-27,2020-03-23,2015-06-12,885,3.63,-0.47976131277971157,False,2302,True
002245,398,2016-11-23,2020-12-21,2021-11-22,1207,4.95,-0.6743671434474852,False,732,True
002249,21,2011-09-23,2011-12-27,2015-08-11,865,3.55,-0.5625778782346634,False,1022,True
002250,121,2018-01-19,2019-01-30,2020-09-01,635,2.6,-0.3067522815964179,False,1889,True
002251,13,2012-06-01,2013-07-03,2015-06-03,685,2.81,-0.26395024595043404,False,1493,True
002252,522,2011-06-24,2014-04-22,2013-12-09,519,2.13,-0.2808929481114911,True,1736,True
002261,168,2019-12-25,2020-10-26,2024-10-21,1165,4.77,-0.6244927009509964,,859,True
002262,97,2012-09-12,2020-03-24,2015-06-12,664,2.72,-0.21919064257923826,False,1925,True
002266,71,2014-05-13,2014-11-24,2015-06-04,261,1.07,-0.1601342597152664,False,1223,True
002268,448,2014-02-10,2020-12-31,2015-03-20,266,1.09,-0.3113282204093596,False,1497,True
002269,10,2013-07-29,2014-07-11,2015-08-13,472,1.93,-0.38626373626373633,False,1720,True
002271,1163,2013-11-21,2020-03-19,2018-03-13,1051,4.31,-0.6004327174156325,True,1484,True
002273,4,2012-04-19,2018-10-16,2015-05-08,676,2.77,-0.43085914752794463,False,1692,True
002275,1,2012-12-04,2012-12-04,2015-06-02,602,2.47,-0.22102706453851495,False,1980,True
002276,177,2014-03-07,2015-04-10,2015-05-11,278,1.14,-0.22024326672458727,False,1200,True
002285,260,2013-09-06,2015-01-23,2015-03-12,354,1.45,-0.3626714565643371,False,1524,True
002287,223,2012-08-24,2014-06-25,2015-12-21,805,3.3,-0.517684331797235,False,1933,True
002292,400,2012-09-06,2015-02-13,2014-01-07,257,1.05,-0.2529632623459822,True,1320,True
002293,212,2012-09-05,2015-01-30,2015-05-25,653,2.68,-0.3803768218983292,False,1475,True
002294,10,2012-12-11,2012-12-25,2017-12-11,1215,4.98,-0.4095365112537982,False,1977,True
002299,159,2012-10-25,2014-06-19,2016-08-02,860,3.52,-0.3845687739850535,False,1749,True
002302,73,2016-07-14,2017-01-09,2017-04-21,186,0.76,-0.15386654102126152,False,1094,True
002303,5,2013-09-25,2013-10-08,2015-03-31,321,1.32,-0.28026172300981467,False,1085,True
002304,771,2013-03-19,2017-07-19,2018-01-10,1174,4.81,-0.4112845481884577,True,2535,True
002310,243,2012-06-04,2016-03-16,2017-04-10,1037,4.25,-0.549025247174886,False,1707,True
002311,1352,2013-06-20,2019-07-17,2018-04-11,1167,4.78,-0.43477983204010595,True,1939,True
002312,283,2014-02-10,2020-12-31,2015-05-15,242,0.99,-0.46791041192878,False,715,True
002317,435,2017-11-15,2020-12-31,2022-11-15,1214,4.98,-0.5160380202615457,False,801,True
002318,106,2013-08-05,2020-10-09,2015-05-26,436,1.79,-0.303708356799376,False,928,True
002326,488,2016-09-05,2020-12-31,2021-09-02,1215,4.98,-0.6434064153796306,False,707,True
002335,81,2017-12-25,2020-12-31,2022-12-05,1200,4.92,-0.6134958819893417,True,580,True
002340,262,2013-01-18,2020-11-02,2017-09-13,1081,4.43,-0.5479481914027098,False,1868,True
002345,4,2013-05-16,2013-05-21,2015-05-18,468,1.92,-0.1773685485825054,False,776,True
002352,208,2018-09-05,2020-01-17,2021-02-10,588,2.41,-0.33329890823251695,False,895,True
002353,461,2011-04-14,2019-02-13,2013-11-06,609,2.5,-0.2261658031088083,False,2013,True
002367,4,2014-03-25,2014-03-28,2015-05-26,286,1.17,-0.22336025211739208,False,285,True
002368,124,2013-07-26,2019-02-01,2015-04-24,417,1.71,-0.4286748732802318,False,1606,True
002371,1271,2013-05-03,2020-12-31,2015-06-03,508,2.08,-0.309076915437708,False,1397,True
002372,400,2015-01-06,2017-02-21,2018-05-02,808,3.31,-0.5003538793035656,True,1438,True
002375,8,2014-05-09,2014-06-19,2015-06-11,248,1.02,-0.23524733577222845,False,1583,True
002376,2,2013-06-07,2013-06-13,2015-06-05,424,1.74,-0.3024799161718478,False,1176,True
002384,228,2015-03-17,2020-12-31,2020-01-13,979,4.01,-0.5787574368477519,False,1210,True
002385,292,2011-04-19,2019-02-28,2015-04-22,938,3.84,-0.3809209960741611,False,2122,True
002389,94,2018-09-25,2020-06-12,2021-01-07,554,2.27,-0.3515341488813388,False,872,True
002396,98,2011-06-24,2018-10-18,2015-03-25,816,3.34,-0.3746121297602256,False,1567,True
002400,12,2013-05-02,2018-05-11,2015-06-04,451,1.85,-0.3627319757128896,False,1171,True
002402,69,2018-01-02,2020-12-31,2021-12-08,941,3.86,-0.4585016318221474,False,615,True
002405,495,2011-05-17,2015-01-23,2015-05-20,911,3.73,-0.6812800317035717,False,1872,True
002407,510,2011-10-11,2020-12-31,2016-04-06,1005,4.12,-0.6459953524399691,False,1020,True
002408,143,2013-06-24,2020-07-01,2017-12-14,1026,4.2,-0.6151498587956636,False,1670,True
002409,28,2020-01-20,2020-04-17,2021-07-29,369,1.51,-0.35786228897093086,False,232,True
002410,900,2013-05-31,2019-06-13,2015-04-07,445,1.82,-0.36065417022041535,False,1724,True
002414,1032,2013-08-30,2020-01-15,2015-05-12,410,1.68,-0.4266002299731697,False,1631,True
002415,1328,2011-04-13,2017-04-19,2015-02-11,928,3.8,-0.42871085085617955,True,2268,True
002416,90,2013-05-29,2020-06-29,2013-10-08,80,0.33,-0.15323741007194247,False,1612,True
002419,25,2013-06-25,2013-08-16,2018-05-31,1204,4.93,-0.5441703347323165,False,1828,True
002424,29,2014-08-05,2014-09-22,2015-05-21,192,0.79,-0.15544177497702516,False,1198,True
