covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
years_to_touch,-0.2069566995146875,0.8130548548951734,0.15971747021121602,-0.5199971888305198,0.10608378980114483,0.5945222192705633,1.1119150397434818,0.0,-1.2957674526211858,0.1950556144900644,2.3580425693247
flood,2.1088974001439533,8.23915178693388,0.4900511516749823,1.1484147922786128,3.069380008009294,3.1531904838932387,21.528551007270565,0.0,4.303423005814385,1.6817931073263395e-05,15.85964023697282
earn_dom,-0.36773942498184065,0.6922975536351084,0.2713821913907066,-0.8996387461531814,0.1641598961895001,0.406716561126928,1.1784027221345026,0.0,-1.3550610049146865,0.1753981213743585,2.5112947992051216
