code,n_qual,first_q,last_q,touch_date,days_to_touch,years_to_touch,max_drawdown,hold,denom,has_mcap
000100,963,2010-04-30,2019-02-12,2015-04-21,1157,4.74,-0.4740549424747593,False,3010,True
000151,2,2013-05-27,2013-05-28,2015-04-17,458,1.88,-0.2761606575020792,False,139,True
000153,3,2018-12-25,2019-01-04,2022-12-13,962,3.94,-0.5234477338223735,False,0,True
000155,90,2013-05-27,2020-12-31,2015-06-11,401,1.64,-0.35512805381801016,False,86,True
000156,2,2013-05-27,2013-05-28,2015-05-13,442,1.81,-0.3897404004333346,False,1144,True
000157,767,2007-04-12,2019-03-14,2010-10-19,788,3.23,-0.7029030663772913,False,3237,True
000158,365,2010-08-23,2020-12-31,2015-05-18,1068,4.38,-0.6774656246908695,False,1510,True
000159,10,2018-12-14,2019-01-14,2019-04-22,83,0.34,-0.12997761175257216,False,248,True
000301,438,2013-05-27,2020-12-31,2015-06-12,499,2.05,-0.20191868433074467,False,971,True
000333,784,2013-09-18,2017-05-18,2017-02-16,806,3.3,-0.39688532326569137,True,1691,True
000338,1005,2007-04-30,2019-01-10,2010-11-05,800,3.28,-0.7872763419483102,False,3141,True
000400,366,2018-04-26,2020-02-19,2021-12-15,885,3.63,-0.35140084434453633,False,2300,True
000401,150,2013-06-25,2014-07-22,2017-04-12,858,3.52,-0.6079663958694923,False,2940,True
000402,22,2006-11-24,2007-03-14,2007-08-02,164,0.67,-0.263793935072561,False,3384,True
000403,269,2017-12-25,2019-08-23,2021-02-08,748,3.07,-0.42273179227163526,False,687,True
000408,25,2007-08-29,2019-07-01,2010-11-08,559,2.29,-0.6803180017053719,False,186,True
000409,4,2008-09-11,2008-09-18,2013-01-21,978,4.01,-0.7915565168629336,False,16,True
000410,162,2010-06-08,2015-01-20,2015-05-18,1151,4.72,-0.6938580961459894,False,1155,True
000411,1,2013-05-27,2013-05-27,2015-06-16,351,1.44,-0.2201162415240555,False,10,True
000415,49,2013-05-27,2014-09-26,2015-05-22,356,1.46,-0.28042003602498744,False,1142,True
000417,1,2008-04-25,2008-04-25,2010-09-14,580,2.38,-0.39146785474753276,False,1020,True
000419,2,2013-05-27,2013-05-28,2015-05-13,476,1.95,-0.42908166838414064,False,27,True
000420,12,2013-05-27,2019-01-14,2015-06-03,475,1.95,-0.2595301215833258,False,0,True
000421,2,2013-05-27,2013-05-28,2015-05-25,445,1.82,-0.20300393037619313,False,0,True
000422,69,2016-09-13,2019-07-01,2021-08-31,1165,4.77,-0.7503417384253003,False,1446,True
000423,96,2008-08-01,2009-09-04,2011-01-07,584,2.39,-0.3250846382916086,False,3123,True
000425,133,2007-08-29,2009-09-02,2010-04-20,600,2.46,-0.6454552962552207,False,2908,True
000426,161,2007-08-29,2020-12-31,2011-04-06,792,3.25,-0.8322614705317719,False,1031,True
000428,2,2013-05-27,2013-05-28,2015-05-25,394,1.61,-0.5373606271055964,False,155,True
000488,2,2013-05-27,2013-05-28,2017-07-07,994,4.07,-0.46456929633755983,False,1909,True
000503,629,2010-01-08,2016-03-11,2014-12-12,1188,4.87,-0.5772073068496433,True,1944,True
000504,2,2013-05-27,2013-05-28,2015-03-27,229,0.94,-0.24317078106029943,True,268,True
000505,2,2013-05-27,2013-05-28,2015-03-16,336,1.38,-0.2753102018336735,False,11,True
000506,510,2005-01-04,2013-05-16,2009-06-05,505,2.07,-0.6969512195121951,True,570,True
000507,2,2013-05-27,2013-05-28,2014-12-08,374,1.53,-0.3230008984725966,False,453,True
000509,2,2013-05-27,2013-05-28,2015-05-26,386,1.58,-0.3930663886991841,False,33,True
000513,311,2012-11-02,2019-01-03,2017-11-01,1119,4.59,-0.49308112116013003,True,2069,True
000514,2,2013-05-27,2013-05-28,2015-05-26,409,1.68,-0.23813786929274838,False,553,True
000516,944,2013-05-27,2020-10-26,2014-12-16,371,1.52,-0.2829979663034672,False,1313,True
000517,152,2005-04-25,2013-05-28,2010-04-02,282,1.16,-0.6123194610949363,False,1234,True
000519,417,2008-04-25,2020-12-31,2009-10-20,335,1.37,-0.6908170600215646,False,684,True
000520,2,2013-05-27,2013-05-28,2015-12-18,135,0.55,-0.20195405334037486,False,315,True
000521,13,2013-05-27,2019-07-01,2015-06-15,497,2.04,-0.3446057252976099,False,11,True
000524,2,2013-05-27,2013-05-28,2015-05-13,476,1.95,-0.26049417380317286,False,48,True
000526,1779,2005-01-04,2019-07-01,2007-03-15,498,2.04,-0.4715112540192926,True,27,True
000529,80,2005-01-04,2013-05-28,2009-09-11,86,0.35,-0.9989207856680337,True,111,True
000532,3,2007-08-29,2013-05-28,2008-03-11,126,0.52,-0.33922877776263793,False,219,True
000534,2,2013-05-27,2013-05-28,2016-10-12,546,2.24,-0.4498297941319501,False,253,True
000536,2,2009-02-09,2009-02-11,2009-04-09,9,0.04,0.0,True,657,True
000537,62,2018-12-14,2020-12-31,2021-12-06,721,2.95,-0.5258904035777789,False,240,True
000538,295,2008-03-14,2009-11-26,2013-03-05,1191,4.88,-0.3597410771981292,True,2940,True
000543,900,2005-01-04,2014-07-01,2007-04-25,531,2.18,-0.4107973233526142,False,524,True
000546,2,2013-05-27,2013-05-28,2015-06-01,423,1.73,-0.2522629605924841,False,271,True
000547,377,2011-09-22,2019-12-31,2014-10-10,583,2.39,-0.4486742342497878,False,1214,True
000548,2,2013-05-27,2013-05-28,2015-04-24,465,1.91,-0.43431543777052173,False,49,True
000554,2,2013-05-27,2013-05-28,2015-04-16,459,1.88,-0.33870270473469544,False,13,True
000558,17,2011-03-30,2015-05-06,2015-05-15,896,3.67,-0.6463338043648924,False,532,True
000559,983,2010-05-24,2015-01-19,2015-05-19,1197,4.91,-0.6645259437399795,False,2570,True
000560,2,2013-05-27,2013-05-28,2015-04-13,301,1.23,-0.28084779407056415,False,420,True
000561,2,2013-05-27,2013-05-28,2015-05-26,486,1.99,-0.31611865618298784,False,441,True
000563,2,2018-10-16,2018-10-18,2019-03-06,94,0.39,-0.18811404888337924,False,1526,True
000564,2,2013-05-27,2013-05-28,2015-08-17,249,1.02,-0.2031033242562812,False,154,True
000565,3,2007-08-29,2013-05-28,2008-02-19,111,0.45,-0.18073176294269055,False,53,True
000566,127,2007-08-29,2015-01-23,2010-04-08,614,2.52,-0.6417615929679792,False,1201,True
000567,25,2013-05-27,2019-07-01,2015-05-25,485,1.99,-0.3040904309082283,False,19,True
000568,1676,2006-12-18,2020-06-30,2007-10-24,164,0.67,-0.23841809053877183,False,3306,True
000570,1,2008-04-25,2008-04-25,2009-10-21,355,1.45,-0.7161583435742748,False,26,True
000572,21,2018-12-14,2019-07-01,2021-08-05,638,2.61,-0.4447970828550206,False,1283,True
000576,2,2013-05-27,2013-05-28,2015-05-14,473,1.94,-0.33031630327617145,False,371,True
000581,3,2008-04-25,2010-09-02,2010-11-24,618,2.53,-0.6907832465688595,True,2520,True
000586,2,2013-05-27,2013-05-28,2015-05-14,341,1.4,-0.2595875414930434,False,0,True
000589,12,2013-05-27,2019-01-14,2015-06-16,501,2.05,-0.2681006111894687,False,73,True
000590,1,2013-05-27,2013-05-27,2015-05-21,449,1.84,-0.3074377464098217,False,26,True
000591,278,2013-05-27,2020-07-28,2015-04-23,366,1.5,-0.2670817312779993,False,660,True
000592,78,2012-05-28,2014-10-28,2014-10-31,560,2.3,-0.42741203750378065,False,919,True
000595,19,2013-05-27,2019-07-01,2015-06-05,462,1.89,-0.31751728505832055,False,0,True
000596,1441,2008-04-25,2019-03-25,2010-07-26,539,2.21,-0.6153904703912316,False,2555,True
000598,47,2008-04-25,2014-07-24,2013-04-19,1161,4.76,-0.7880424457893451,False,1888,True
000599,2,2013-05-27,2013-05-28,2015-03-25,435,1.78,-0.2425353814290645,False,36,True
000601,2,2013-05-27,2013-05-28,2015-05-21,483,1.98,-0.2536335198859405,False,901,True
000603,1,2007-08-29,2007-08-29,2010-09-14,134,0.55,-0.3111111111111112,False,683,True
000607,2,2013-05-27,2013-05-28,2015-05-04,248,1.02,-0.18440011908306053,False,139,True
000609,3,2007-08-29,2013-05-28,2007-12-27,74,0.3,-0.3464777106593271,False,7,True
000610,6,2013-05-27,2019-01-11,2015-05-28,487,2.0,-0.266285338051932,False,0,True
000615,23,2013-05-27,2019-07-01,2015-04-03,315,1.29,-0.2956130986370069,True,14,True
000617,2,2013-05-27,2013-05-28,2017-01-09,775,3.18,-0.6124507361043551,False,274,True
000620,34,2013-05-27,2014-09-16,2015-06-04,475,1.95,-0.3948391108347583,False,1361,True
000623,196,2007-01-12,2014-06-19,2007-05-08,71,0.29,-0.18278269196844832,False,3344,True
000625,1264,2010-01-27,2020-08-26,2015-01-12,1150,4.71,-0.5176676836209644,False,2875,True
000626,26,2013-05-27,2019-06-28,2015-01-29,410,1.68,-0.23591414822924361,True,468,True
000628,23,2013-05-27,2019-07-01,2015-05-26,481,1.97,-0.34513274336283184,False,0,True
000629,30,2020-04-28,2020-11-04,2022-07-21,541,2.22,-0.3798737788536354,False,2778,True
000631,156,2005-01-04,2013-05-15,2009-06-05,148,0.61,-0.997794800371402,True,1436,True
000632,2,2013-05-27,2013-05-28,2015-04-16,459,1.88,-0.3296798780487804,False,21,True
000633,3,2007-03-27,2013-05-28,2007-05-08,25,0.1,-0.05041163866020082,False,49,True
000635,3,2007-04-20,2013-05-28,2008-01-11,174,0.71,-0.3518748838472644,False,89,True
000636,613,2015-07-15,2019-11-26,2020-06-19,1114,4.57,-0.5660022440762986,False,1448,True
000639,8,2007-04-20,2013-05-28,2010-11-04,712,2.92,-0.6216394581451893,False,458,True
000650,37,2007-04-20,2014-11-18,2010-11-24,826,3.39,-0.7532615114801625,False,1581,True
000651,1489,2007-01-23,2016-10-20,2008-01-15,230,0.94,-0.19901965399374066,False,3142,True
000652,189,2007-02-15,2019-07-01,2007-07-26,72,0.3,-0.1987927948183572,False,2069,True
000655,10,2018-12-14,2019-01-14,2021-05-11,579,2.37,-0.34544715814184457,False,530,True
000656,84,2016-01-26,2016-08-11,2020-08-17,1061,4.35,-0.2906103413681842,False,1408,True
000657,15,2018-12-14,2019-07-01,2021-11-22,711,2.91,-0.3690848245153081,False,10,True
000659,2,2013-05-27,2013-05-28,2015-04-08,448,1.84,-0.3657757489168437,False,344,True
000661,1672,2007-04-20,2019-09-04,2010-04-14,720,2.95,-0.7976694189979323,True,2159,True
000663,2,2013-05-27,2013-05-28,2015-05-27,354,1.45,-0.3720941858721192,False,0,True
000665,1,2008-04-25,2008-04-25,2010-11-08,578,2.37,-0.8013924777490669,False,193,True
000669,8,2007-04-20,2008-04-25,2010-08-24,732,3.0,-0.6652148322542673,True,521,True
000670,23,2013-05-27,2019-07-01,2014-08-14,162,0.66,-0.31240652108884237,False,144,True
000672,821,2005-01-04,2019-03-26,2007-04-23,473,1.94,-0.7356001936108422,True,959,True
000676,2,2013-05-27,2013-05-28,2015-10-14,356,1.46,-0.260251589220163,False,168,True
000677,1,2007-04-20,2007-04-20,2008-01-09,169,0.69,-0.44776256603218567,False,85,True
000678,2,2013-05-27,2013-05-28,2015-06-08,446,1.83,-0.3111921959937449,False,1,True
000679,2,2013-05-27,2013-05-28,2015-12-08,490,2.01,-0.1806298276886512,False,20,True
000681,1,2009-01-05,2009-01-05,2013-02-19,38,0.16,-0.14710979081569509,True,744,True
000682,4,2013-05-27,2018-12-25,2015-05-26,486,1.99,-0.28016553355010343,False,140,True
000683,777,2016-09-13,2020-12-31,2021-08-24,1202,4.93,-0.5769754055468341,False,1017,True
000685,483,2007-04-24,2014-09-22,2007-10-15,79,0.32,-0.44049506552337814,False,2000,True
000686,577,2007-01-17,2014-09-22,2007-08-27,6,0.02,0.0,True,2661,True
000688,361,2005-05-09,2020-12-31,2007-04-20,315,1.29,-0.9950697450697451,True,973,True
000690,903,2010-06-18,2014-12-03,2015-06-12,1190,4.88,-0.5704125543257188,False,2897,True
000692,2,2013-05-27,2013-05-28,2015-05-22,416,1.7,-0.24711444269347072,False,16,True
000695,2,2013-05-27,2013-05-28,2015-03-23,345,1.41,-0.28098450774612693,False,10,True
000697,3,2007-08-29,2013-05-28,2011-04-01,664,2.72,-0.7997450746764942,False,683,True
000700,24,2013-05-27,2019-07-01,2015-04-01,437,1.79,-0.21641093454321603,False,251,True
000702,2,2013-05-27,2013-05-28,2015-04-24,465,1.91,-0.18707542240027863,False,0,True
000703,256,2007-04-20,2016-10-17,2010-09-06,792,3.25,-0.8521368286063642,False,1548,True
000705,2,2013-05-27,2013-05-28,2015-05-20,456,1.87,-0.21537995761429007,False,19,True
000707,22,2018-12-14,2019-07-01,2021-08-30,656,2.69,-0.7173881036513545,False,0,True
000708,54,2016-09-13,2019-10-25,2020-12-21,1031,4.23,-0.3945551176832135,False,521,True
000709,43,2007-01-17,2007-04-03,2007-09-06,154,0.63,-0.2763169150228397,False,3182,True
000710,10,2013-05-27,2019-10-30,2015-06-03,336,1.38,-0.24949945774589144,True,552,True
000711,2,2013-05-27,2013-05-28,2015-05-18,402,1.65,-0.2986490776339459,True,0,True
000712,109,2013-05-27,2014-10-08,2014-12-04,333,1.36,-0.2496936927999206,False,1508,True
000713,12,2007-08-29,2019-01-14,2010-11-08,766,3.14,-0.6176821551256554,False,2,True
000716,11,2018-12-14,2019-01-14,2023-01-03,983,4.03,-0.5347248576850094,False,0,True
000717,25,2013-05-27,2016-08-12,2015-04-13,455,1.86,-0.184794506916111,True,1587,True
000718,1012,2010-06-01,2020-04-14,2015-06-01,1190,4.88,-0.548866970039962,False,2594,True
000719,628,2005-01-04,2008-01-21,2007-05-21,521,2.14,-0.6696966119702514,True,434,True
000720,2,2013-05-27,2013-05-28,2015-04-07,442,1.81,-0.3542768273716952,False,149,True
000721,23,2013-05-28,2019-07-01,2015-04-13,396,1.62,-0.25531121878494223,False,10,True
000723,76,2013-05-27,2020-12-14,2015-06-05,489,2.0,-0.3933887099508392,False,606,True
000725,485,2011-12-13,2016-10-10,2015-06-24,847,3.47,-0.25774319066147855,False,2855,True
000727,2,2013-05-27,2013-05-28,2015-06-02,447,1.83,-0.24128884454790667,False,501,True
000728,932,2010-06-28,2014-08-12,2015-06-24,1203,4.93,-0.42825237297599106,False,2666,True
000733,927,2013-05-27,2020-12-18,2015-03-25,444,1.82,-0.3144318434511897,False,1184,True
000736,30,2007-10-15,2019-07-01,2009-04-08,84,0.34,-0.24891398783666385,False,5,True
000737,782,2005-01-04,2019-07-01,2007-04-09,519,2.13,-0.5592481612639607,True,0,True
000738,222,2007-08-29,2014-08-27,2010-11-05,715,2.93,-0.7450096233159198,False,1735,True
000739,911,2015-08-07,2020-02-03,2020-07-02,1191,4.88,-0.4400054131907859,False,1255,True
000752,12,2007-04-20,2019-06-20,2011-03-28,944,3.87,-0.778400920333621,False,95,True
000753,2,2013-05-27,2013-05-28,2015-05-11,470,1.93,-0.25428582793047205,False,28,True
000755,2,2013-05-27,2013-05-28,2015-06-11,413,1.69,-0.36962190352020863,False,93,True
000756,25,2013-05-27,2019-07-01,2015-04-14,457,1.87,-0.2226359888283017,False,0,True
000757,1,2013-05-27,2013-05-27,2015-06-12,498,2.04,-0.4363621362961333,False,0,True
000758,110,2013-06-27,2014-07-18,2015-06-12,472,1.93,-0.40710177544386095,False,2771,True
000762,356,2008-04-25,2020-12-28,2010-10-08,573,2.35,-0.6608204212045212,False,1329,True
000766,23,2013-05-27,2019-07-01,2016-06-27,532,2.18,-0.30964164891617585,False,301,True
000768,1080,2010-05-06,2018-02-12,2015-05-04,1184,4.85,-0.5644336584397942,False,3051,True
000777,19,2013-05-27,2014-10-27,2014-12-04,372,1.52,-0.19930685920577618,False,815,True
000778,70,2012-12-03,2013-10-10,2015-06-12,606,2.48,-0.23326660684291656,False,2879,True
000779,3,2008-04-25,2013-05-28,2011-08-17,801,3.28,-0.6022772940388479,False,0,True
000782,2,2013-05-27,2013-05-28,2015-03-27,427,1.75,-0.19722332694602118,False,61,True
000783,1037,2010-05-06,2014-10-27,2014-12-17,1111,4.55,-0.5777166437414031,False,2909,True
000785,2,2013-05-27,2013-05-28,2015-06-10,497,2.04,-0.27152405825328674,False,0,True
000786,1015,2010-05-05,2019-08-15,2015-04-09,1183,4.85,-0.41384289189224344,True,2589,True
000788,2,2007-08-29,2008-04-25,2010-04-22,610,2.5,-0.6244313011828935,True,750,True
000789,1,2016-09-13,2016-09-13,2020-07-13,928,3.8,-0.3442538844913515,False,833,True
000791,2,2013-05-27,2013-05-28,2015-05-26,457,1.87,-0.2933296049621231,False,529,True
000792,623,2006-11-29,2020-04-29,2007-12-26,259,1.06,-0.26819517439706053,False,2994,True
000793,465,2010-05-12,2012-11-22,2015-04-03,946,3.88,-0.3409952662443183,False,2206,True
000795,6,2007-04-20,2019-01-03,2010-11-11,836,3.43,-0.8496458222256075,False,147,True
000796,54,2012-04-16,2019-07-01,2015-05-04,524,2.15,-0.43636490153781926,False,271,True
000797,2,2013-05-27,2013-05-28,2015-04-09,449,1.84,-0.36967315981884663,False,705,True
000799,539,2008-04-25,2020-10-09,2012-06-14,986,4.04,-0.763341653764732,False,816,True
000800,151,2011-12-05,2013-04-12,2015-06-09,836,3.43,-0.4660385172913647,False,3115,True
000801,28,2007-04-20,2020-08-24,2011-04-21,940,3.85,-0.7797862685903728,False,935,True
000802,2,2013-05-27,2013-05-28,2014-08-22,221,0.91,-0.23252724928702584,True,561,True
000803,2,2013-05-27,2013-05-28,2015-04-21,462,1.89,-0.29662026938903996,False,0,True
000807,722,2012-11-27,2020-12-31,2017-09-14,1073,4.4,-0.584374671847107,False,2504,True
000810,123,2013-05-27,2020-12-31,2015-03-19,408,1.67,-0.3120260619892513,False,813,True
000811,14,2008-04-25,2019-01-14,2010-09-15,584,2.39,-0.5616804518862215,False,124,True
000812,13,2013-05-27,2019-01-14,2015-03-31,448,1.84,-0.22614139563292113,False,23,True
000813,1,2008-04-25,2008-04-25,2010-08-31,343,1.41,-0.6910108477855317,False,758,True
000815,3,2013-05-27,2018-12-25,2015-04-22,387,1.59,-0.40340755431353104,False,299,True
000816,49,2011-10-10,2019-07-01,2015-05-27,796,3.26,-0.5413447888051033,False,873,True
000818,575,2013-05-27,2019-12-17,2015-05-29,487,2.0,-0.25688202247191005,True,861,True
000819,22,2013-05-27,2019-07-01,2015-05-18,478,1.96,-0.2633365334204847,False,390,True
000820,9,2013-05-27,2019-06-25,2017-03-07,664,2.72,-0.5966968566862014,False,115,True
000821,12,2013-05-27,2019-01-14,2015-03-24,393,1.61,-0.3028664142779881,False,62,True
000822,5,2013-05-27,2019-01-04,2017-09-06,1044,4.28,-0.5793255942509674,False,822,True
000825,697,2005-01-04,2020-11-02,2006-11-30,436,1.79,-0.343276774311257,True,533,True
000826,532,2007-04-20,2013-02-06,2010-04-01,702,2.88,-0.46420584404413756,True,2355,True
000828,35,2011-03-03,2014-10-20,2015-06-10,964,3.95,-0.3539496168899178,False,1527,True
000829,605,2011-06-22,2020-11-20,2015-05-26,938,3.84,-0.6639889569725944,False,1786,True
000830,730,2012-07-27,2020-06-16,2015-06-18,701,2.87,-0.32010564322011237,True,1945,True
000831,1081,2007-04-20,2020-12-31,2007-10-19,117,0.48,-0.25401911026680657,False,1972,True
000833,2,2013-05-27,2013-05-28,2015-06-02,387,1.59,-0.2261585599387208,False,6,True
000837,24,2013-05-27,2019-07-01,2015-05-20,476,1.95,-0.23221572736296459,False,60,True
000838,22,2013-05-27,2019-06-27,2015-05-20,470,1.93,-0.26441680874536155,False,173,True
000839,817,2011-08-08,2015-01-20,2015-06-15,932,3.82,-0.4805404728568339,False,3160,True
000856,3,2013-05-27,2016-09-13,2015-06-03,492,2.02,-0.30667448287413124,False,84,True
000858,1728,2006-04-21,2020-03-24,2007-01-15,175,0.72,-0.23306233062330617,True,3451,True
000859,13,2013-05-27,2019-01-14,2015-04-28,465,1.91,-0.313362633973321,False,42,True
000860,1029,2013-10-11,2019-01-04,2018-07-31,1142,4.68,-0.5089281189289636,False,2151,True
000862,15,2007-04-20,2019-01-14,2007-05-28,14,0.06,0.0,False,0,True
000863,397,2005-04-22,2013-05-28,2007-04-20,454,1.86,-0.6398334489937543,True,427,True
000868,11,2019-06-17,2019-07-01,2022-06-28,734,3.01,-0.5186913245108019,False,129,True
000875,32,2013-05-27,2019-06-17,2015-04-22,459,1.88,-0.20887245841035118,False,660,True
000876,1021,2010-06-01,2019-03-28,2015-05-21,1153,4.73,-0.6047954238327571,False,2641,True
000877,38,2007-04-20,2019-01-14,2009-11-20,614,2.52,-0.5583135145119951,False,1846,True
000878,88,2007-04-10,2014-07-21,2007-08-24,91,0.37,-0.14471790086074243,False,3043,True
000881,2,2013-05-27,2013-05-28,2015-12-22,468,1.92,-0.22814935162619976,False,226,True
000883,196,2013-05-27,2014-09-23,2015-05-15,364,1.49,-0.2918115899310264,False,1583,True
000885,2,2013-05-27,2013-05-28,2017-01-20,874,3.58,-0.5742542585237118,False,528,True
000887,852,2007-04-25,2020-07-02,2011-02-16,896,3.67,-0.7692182642092216,False,2075,True
000889,2,2013-05-27,2013-05-28,2015-05-05,294,1.2,-0.28858113739821767,False,453,True
000890,2,2013-05-27,2013-05-28,2015-11-16,493,2.02,-0.3337390515739481,False,0,True
000892,2,2013-05-27,2013-05-28,2015-11-10,324,1.33,-0.31946755407653904,False,18,True
000893,31,2007-04-20,2019-07-01,2009-07-24,494,2.02,-0.5339407502131288,False,86,True
000895,255,2008-09-17,2016-04-21,2010-12-08,368,1.51,-0.2013899746708777,True,3034,True
000897,2,2013-05-27,2013-05-28,2014-12-08,374,1.53,-0.34151123494053603,False,1686,True
000898,322,2006-11-30,2014-07-11,2007-08-09,164,0.67,-0.20418848167539272,False,3367,True
000899,13,2013-05-27,2019-01-14,2015-06-05,454,1.86,-0.2882123019954742,False,59,True
000901,299,2006-01-09,2020-12-31,2007-03-02,246,1.01,-0.39372288849196213,True,1104,True
000902,365,2006-02-27,2020-03-24,2007-03-27,205,0.84,-0.26345083487940624,True,1228,True
000903,188,2006-05-29,2008-10-23,2007-04-06,210,0.86,-0.24217697853125242,True,357,True
000905,2,2013-05-27,2013-05-28,2015-03-30,437,1.79,-0.23227636608409263,False,387,True
000906,41,2007-01-15,2013-05-28,2007-09-25,168,0.69,-0.26052223679503994,False,76,True
000908,27,2008-09-08,2013-05-28,2009-07-28,210,0.86,-0.40139251523063535,False,2,True
000909,2,2013-05-27,2013-05-28,2015-05-04,470,1.93,-0.3389944407111002,False,22,True
000910,12,2008-10-10,2013-05-28,2009-12-03,279,1.14,-0.2638877073585708,False,1103,True
000911,20,2008-09-08,2013-05-28,2010-11-03,512,2.1,-0.4318793235972328,False,182,True
000913,60,2008-08-11,2019-01-14,2010-04-22,398,1.63,-0.3507372492144065,False,593,True
000915,170,2007-07-02,2019-01-14,2010-11-10,815,3.34,-0.7185421852360963,True,606,True
000917,555,2010-05-06,2014-05-20,2015-04-24,1056,4.33,-0.4726027967718024,False,2177,True
000919,4,2008-10-16,2013-05-28,2009-12-03,276,1.13,-0.16060839255805537,False,290,True
000920,30,2008-09-08,2013-05-28,2011-02-15,582,2.39,-0.33438141259018994,False,351,True
000921,475,2008-08-11,2020-10-28,2010-04-16,371,1.52,-0.24915540540540548,False,1733,True
