code,n_qual,first_q,last_q,touch_date,days_to_touch,years_to_touch,max_drawdown,hold,denom,has_mcap
000425,2,2007-08-29,2008-04-25,2011-03-14,810,3.32,-0.6454552962552207,False,2908,True
000426,51,2020-09-30,2020-12-31,2025-09-30,1212,4.97,-0.5293133136999308,,1031,True
000503,245,2010-09-03,2013-07-10,2015-04-30,1094,4.48,-0.5772073068496433,False,1944,True
000504,2,2013-05-27,2013-05-28,2015-05-22,266,1.09,-0.24317078106029943,False,268,True
000505,2,2013-05-27,2013-05-28,2015-05-26,385,1.58,-0.2753102018336735,False,11,True
000506,505,2005-01-04,2007-04-20,2009-06-05,505,2.07,-0.6969512195121951,True,570,True
000516,50,2013-05-27,2020-07-02,2015-03-31,439,1.8,-0.2829979663034672,False,1313,True
000517,37,2005-10-27,2006-03-03,2009-09-11,37,0.15,-0.24012532169631862,False,1234,True
000519,40,2018-12-14,2020-04-07,2022-07-01,858,3.52,-0.446945272173644,False,684,True
000520,2,2013-05-27,2013-05-28,2015-12-18,135,0.55,-0.20195405334037486,False,315,True
000526,1072,2005-01-04,2019-01-03,2007-05-25,544,2.23,-0.4715112540192926,True,27,True
000529,78,2005-01-04,2005-10-21,2009-09-11,86,0.35,-0.9989207856680337,True,111,True
000536,2,2009-02-09,2009-02-11,2009-12-31,182,0.75,-0.34508225411270566,True,657,True
000538,26,2008-09-17,2008-11-26,2013-07-24,1168,4.79,-0.3597410771981292,True,2940,True
000543,448,2005-01-04,2006-12-18,2007-10-15,642,2.63,-0.4107973233526142,False,524,True
000547,4,2011-09-22,2014-09-23,2015-04-03,695,2.85,-0.4486742342497878,False,1214,True
000558,7,2011-03-30,2013-05-28,2015-06-02,908,3.72,-0.6463338043648924,False,532,True
000559,652,2010-06-18,2014-02-14,2015-06-15,1202,4.93,-0.6645259437399795,False,2570,True
000565,2,2013-05-27,2013-05-28,2015-06-09,495,2.03,-0.28562585521600314,False,53,True
000566,3,2012-10-23,2012-10-25,2015-05-27,620,2.54,-0.34147236656557267,False,1201,True
000567,2,2013-05-27,2013-05-28,2016-10-21,780,3.2,-0.6236275099646538,False,19,True
000568,629,2015-08-25,2019-03-15,2020-07-15,1170,4.8,-0.4371969106278586,True,3306,True
000592,43,2012-05-28,2014-04-02,2015-05-22,696,2.85,-0.42741203750378065,False,919,True
000596,741,2008-04-25,2019-01-17,2010-11-11,609,2.5,-0.6153904703912316,False,2555,True
000603,1,2007-08-29,2007-08-29,2011-04-14,255,1.05,-0.3125,False,683,True
000615,23,2013-05-27,2019-07-01,2015-06-05,358,1.47,-0.2956130986370069,False,14,True
000623,2,2007-01-12,2007-02-06,2007-10-18,180,0.74,-0.35460375804856514,False,3344,True
000625,183,2010-06-29,2012-09-06,2015-04-28,1091,4.47,-0.5176676836209644,False,2875,True
000626,2,2013-05-27,2013-05-28,2015-03-02,417,1.71,-0.23591414822924361,False,468,True
000628,21,2018-12-14,2019-07-01,2023-11-07,1176,4.82,-0.42975490196078436,,0,True
000631,139,2005-01-04,2005-10-27,2009-06-05,148,0.61,-0.997794800371402,True,1436,True
000632,2,2013-05-27,2013-05-28,2015-06-04,493,2.02,-0.3296798780487804,False,21,True
000633,1,2007-03-27,2007-03-27,2007-09-25,121,0.5,-0.500312414745976,False,49,True
000635,2,2013-05-27,2013-05-28,2016-12-29,834,3.42,-0.698986849000574,False,89,True
000651,11,2010-06-07,2013-06-25,2015-06-01,1198,4.91,-0.31425873111391067,True,3142,True
000661,1035,2008-04-25,2019-02-21,2010-04-14,474,1.94,-0.6116688567674113,True,2159,True
000669,1,2008-04-25,2008-04-25,2010-12-13,579,2.37,-0.5812720848056537,False,521,True
000670,15,2013-05-27,2019-07-01,2015-06-01,316,1.3,-0.31240652108884237,False,144,True
000672,320,2005-03-22,2006-09-11,2007-04-23,425,1.74,-0.6253429355281207,True,959,True
000676,2,2013-05-27,2013-05-28,2015-10-21,361,1.48,-0.260251589220163,False,168,True
000681,1,2009-01-05,2009-01-05,2013-08-23,47,0.19,-0.14710979081569509,True,744,True
000683,362,2018-10-11,2020-12-31,2021-09-02,707,2.9,-0.5401243932038835,False,1017,True
000686,1,2007-01-17,2007-01-17,2007-08-27,6,0.02,0.0,False,2661,True
000688,77,2005-07-08,2007-03-02,2007-04-20,272,1.11,-0.9950697450697451,True,973,True
000692,2,2013-05-27,2013-05-28,2015-05-29,421,1.73,-0.24711444269347072,False,16,True
000703,7,2007-04-20,2008-04-25,2010-12-24,863,3.54,-0.8521368286063642,False,1548,True
000707,22,2018-12-14,2019-07-01,2022-04-01,796,3.26,-0.7173881036513545,False,0,True
000708,9,2018-12-14,2019-01-14,2021-02-02,513,2.1,-0.2142478696631197,False,521,True
000710,2,2013-05-27,2013-05-28,2016-12-28,590,2.42,-0.5972964992289773,False,552,True
000711,2,2013-05-27,2013-05-28,2017-05-05,614,2.52,-0.40182894029047866,False,0,True
000712,2,2013-05-27,2013-05-28,2015-04-09,415,1.7,-0.2496936927999206,False,1508,True
000717,2,2013-05-27,2013-05-28,2015-06-02,490,2.01,-0.20835634087980848,False,1587,True
000718,25,2014-01-22,2014-06-16,2015-06-02,317,1.3,-0.2112972372181645,False,2594,True
000719,344,2005-03-22,2007-03-12,2007-05-30,480,1.97,-0.5676761433868974,True,434,True
000720,2,2013-05-27,2013-05-28,2015-06-09,486,1.99,-0.3542768273716952,False,149,True
000723,11,2018-12-14,2019-01-14,2019-04-17,80,0.33,-0.10256833079111194,False,606,True
000733,684,2016-08-23,2020-07-17,2021-08-20,1194,4.89,-0.46264093668690365,False,1184,True
000736,13,2007-10-15,2019-06-18,2009-09-14,193,0.79,-0.27874190431888934,False,5,True
000737,469,2005-01-04,2007-01-26,2007-05-18,542,2.22,-0.5592481612639607,False,0,True
000738,2,2008-12-08,2008-12-09,2010-10-15,440,1.8,-0.30129891483064775,False,1735,True
000739,504,2016-06-06,2019-02-01,2021-04-30,1193,4.89,-0.43476564024509234,False,1255,True
000752,1,2008-04-25,2008-04-25,2011-06-08,744,3.05,-0.6559019733720379,False,95,True
000756,22,2018-12-14,2019-07-01,2022-05-26,833,3.41,-0.37835628227194495,False,0,True
000762,185,2016-12-12,2020-12-28,2021-09-02,1152,4.72,-0.7363723709297263,False,1329,True
000768,513,2010-07-01,2014-06-19,2015-06-02,1169,4.79,-0.5644336584397942,False,3051,True
000777,1,2013-05-27,2013-05-27,2015-06-09,496,2.03,-0.19977903334079206,False,815,True
000782,2,2013-05-27,2013-05-28,2015-05-11,456,1.87,-0.19722332694602118,False,61,True
000783,81,2011-11-30,2013-07-10,2015-04-21,816,3.34,-0.32210350051829995,False,2909,True
000786,175,2016-01-12,2017-01-19,2021-01-11,1210,4.96,-0.4644167101408564,False,2589,True
000795,1,2008-04-25,2008-04-25,2010-11-18,592,2.43,-0.6919475655430711,False,147,True
000796,3,2012-04-16,2013-05-28,2015-05-12,530,2.17,-0.43636490153781926,False,271,True
000797,2,2013-05-27,2013-05-28,2015-06-05,489,2.0,-0.36967315981884663,False,705,True
000799,466,2016-09-13,2020-06-15,2020-10-15,990,4.06,-0.5271357425616141,False,816,True
000802,2,2013-05-27,2013-05-28,2015-05-07,390,1.6,-0.38466510462955483,False,561,True
000803,2,2013-05-27,2013-05-28,2015-05-26,486,1.99,-0.29662026938903996,False,0,True
000807,1,2019-01-31,2019-01-31,2021-09-16,639,2.62,-0.3222151752767528,False,2504,True
000810,2,2013-05-27,2013-05-28,2015-05-21,447,1.83,-0.3120260619892513,False,813,True
000815,2,2013-05-27,2013-05-28,2015-05-14,402,1.65,-0.40340755431353104,False,299,True
000816,5,2018-12-14,2019-01-07,2022-06-20,847,3.47,-0.746564435269832,False,873,True
000821,2,2013-05-27,2013-05-28,2015-06-10,447,1.83,-0.3028664142779881,False,62,True
000825,427,2005-01-04,2006-11-16,2007-01-15,465,1.91,-0.343276774311257,True,533,True
000826,7,2007-04-20,2012-01-19,2010-12-14,867,3.55,-0.46420584404413756,True,2355,True
000829,5,2013-05-27,2019-01-04,2015-05-08,467,1.91,-0.4567706982507709,False,1786,True
000830,113,2013-02-05,2016-09-27,2018-02-05,1217,4.99,-0.6469900946396812,False,1945,True
000831,409,2016-09-26,2020-11-02,2021-08-31,1199,4.91,-0.5294606510501034,False,1972,True
000838,2,2013-05-27,2013-05-28,2015-12-16,612,2.51,-0.618723352838624,False,173,True
000839,234,2012-01-05,2014-06-25,2016-09-06,1012,4.15,-0.5652459156982976,False,3160,True
000856,2,2013-05-27,2013-05-28,2017-04-26,937,3.84,-0.6412638940926689,False,84,True
000858,1145,2006-04-21,2019-02-01,2007-06-11,264,1.08,-0.2573296560674887,False,3451,True
000860,121,2015-07-07,2018-03-23,2020-03-05,1135,4.65,-0.380231541692429,False,2151,True
000863,177,2005-05-17,2006-06-26,2007-04-20,443,1.82,-0.6090494791666666,True,427,True
000875,2,2013-05-27,2013-05-28,2015-06-05,469,1.92,-0.20887245841035118,False,660,True
000876,215,2015-07-08,2018-12-27,2020-04-22,1032,4.23,-0.35011475930509195,False,2641,True
000877,7,2007-04-20,2007-08-29,2011-02-14,901,3.69,-0.5583135145119951,False,1846,True
000887,485,2010-06-24,2014-01-24,2015-06-02,1168,4.79,-0.5934293044469783,False,2075,True
000893,22,2018-12-14,2019-07-01,2021-07-19,623,2.55,-0.38236787184838406,False,86,True
000901,45,2006-01-09,2013-05-28,2007-05-21,296,1.21,-0.39372288849196213,False,1104,True
000902,196,2006-02-27,2008-10-23,2010-01-13,873,3.58,-0.7432219301539618,False,1228,True
000903,76,2006-05-29,2006-10-23,2007-06-13,252,1.03,-0.24217697853125242,False,357,True
000906,2,2013-05-27,2013-05-28,2015-05-14,379,1.55,-0.33041391721655666,False,76,True
000909,2,2013-05-27,2013-05-28,2015-06-04,493,2.02,-0.3389944407111002,False,22,True
000915,48,2008-08-11,2008-10-23,2013-08-08,1206,4.94,-0.5301705426356589,True,606,True
000930,2,2013-05-27,2013-05-28,2015-08-13,542,2.22,-0.5330284470293893,False,1608,True
000933,196,2019-05-06,2020-07-03,2024-04-11,1189,4.87,-0.49732347550209355,,3151,True
000935,2,2013-05-27,2013-05-28,2016-11-02,750,3.07,-0.581932566597857,False,846,True
000936,2,2013-05-27,2013-05-28,2015-06-04,479,1.96,-0.2805598688750862,False,767,True
000938,2,2013-05-27,2013-05-28,2015-06-08,343,1.41,-0.38080584671603035,False,1367,True
000948,2,2013-05-27,2013-05-28,2015-05-08,411,1.68,-0.2582713115266746,False,84,True
000957,6,2013-05-27,2019-01-04,2016-06-14,728,2.98,-0.5603032860526531,False,237,True
000967,2,2013-05-27,2013-05-28,2015-06-02,359,1.47,-0.19226118500604594,False,704,True
000977,24,2013-05-27,2019-01-14,2015-04-24,431,1.77,-0.2678199109508884,False,1738,True
000983,46,2007-02-01,2008-11-07,2007-09-28,159,0.65,-0.19493810515994603,False,3330,True
000995,11,2018-12-14,2019-01-14,2020-12-16,87,0.36,-0.4020003846893633,False,0,True
000997,82,2011-07-25,2013-11-13,2015-06-04,852,3.49,-0.5342713615694117,False,2010,True
001696,2,2013-05-27,2013-05-28,2015-05-18,453,1.86,-0.22606413328768693,False,1092,True
001914,296,2005-01-31,2018-10-31,2007-08-31,555,2.27,-0.4481500035783297,False,254,True
002001,7,2007-04-20,2007-08-29,2008-05-05,247,1.01,-0.35489016314004196,True,2704,True
002005,4,2007-04-25,2007-05-09,2010-04-21,704,2.89,-0.7561378930203716,False,773,True
002006,28,2007-04-20,2019-07-01,2010-11-29,837,3.43,-0.7243472052223583,False,269,True
002007,149,2007-04-20,2018-02-26,2010-06-04,752,3.08,-0.450343264407695,False,3059,True
002008,271,2010-06-18,2013-11-25,2015-06-15,1187,4.86,-0.6290665140191416,True,2550,True
002011,566,2005-01-04,2008-11-28,2008-01-14,692,2.84,-0.3566660235384912,True,0,True
002024,4,2006-09-25,2006-11-21,2007-08-31,222,0.91,-0.21215571626404062,True,3377,True
002027,2,2013-05-27,2013-05-28,2015-09-10,473,1.94,-0.3947241589821032,True,1161,True
002028,139,2018-12-14,2020-12-31,2021-12-15,728,2.98,-0.3529909367825578,True,1429,True
002030,175,2013-05-27,2019-11-27,2015-04-03,451,1.85,-0.3340002049810392,False,1645,True
002032,69,2015-01-12,2015-10-21,2019-03-29,1026,4.2,-0.38366072162406506,False,1779,True
002034,2,2013-05-27,2013-05-28,2015-06-02,458,1.88,-0.19661335841956729,False,0,True
002035,2,2013-05-27,2013-05-28,2018-01-02,1103,4.52,-0.5626624692947939,False,1127,True
002036,4,2018-12-14,2019-01-04,2021-12-23,734,3.01,-0.42788428324697747,False,657,True
002041,1,2007-08-29,2007-08-29,2010-06-10,673,2.76,-0.628227477136072,False,2324,True
002042,1,2005-04-27,2005-04-27,2010-04-21,964,3.95,-0.7728613569321534,False,1369,True
002043,2,2013-05-27,2013-05-28,2016-09-05,689,2.82,-0.5028636587451734,False,454,True
002044,2,2013-05-27,2013-05-28,2015-04-20,347,1.42,-0.2938944295791779,True,1189,True
002046,1,2005-05-26,2005-05-26,2010-04-21,1139,4.67,-0.709917801985267,False,17,True
002048,1,2005-06-03,2005-06-03,2006-06-29,223,0.91,-0.1778523489932886,True,1232,True
002049,575,2015-09-01,2019-12-05,2020-08-07,1006,4.12,-0.6500350849973731,False,1285,True
002050,139,2015-08-24,2016-08-01,2020-07-07,1145,4.69,-0.4575004858044587,True,1846,True
002051,198,2006-07-31,2009-05-21,2010-12-06,1016,4.16,-0.7599427753934191,False,529,True
002053,2,2013-05-27,2013-05-28,2015-06-11,488,2.0,-0.26265389876880973,False,59,True
002055,8,2012-04-25,2013-05-28,2015-05-11,730,2.99,-0.4608521944880821,False,817,True
002056,14,2018-10-11,2018-10-30,2022-06-28,901,3.69,-0.3905160390516038,False,2137,True
002058,2,2013-05-27,2013-05-28,2015-06-11,498,2.04,-0.2107763508750422,False,0,True
002065,624,2010-05-17,2013-04-24,2015-05-12,1036,4.25,-0.4158200046943634,False,2346,True
002066,2,2013-05-27,2013-05-28,2015-06-18,503,2.06,-0.24276432368576484,False,12,True
002067,2,2013-05-27,2013-05-28,2015-06-12,499,2.05,-0.312844880441447,False,290,True
002072,2,2013-05-27,2013-05-28,2015-05-27,446,1.83,-0.3013852108372377,False,12,True
002074,340,2013-05-27,2020-01-06,2015-04-03,332,1.36,-0.31979042826730064,False,1290,True
002075,202,2013-05-27,2015-01-29,2015-03-30,425,1.74,-0.24949698189134806,True,934,True
002077,9,2018-12-25,2019-01-14,2022-08-18,883,3.62,-0.537956008583691,False,11,True
002080,44,2017-05-10,2019-06-19,2021-09-17,1053,4.32,-0.5950216521767876,False,905,True
002081,84,2007-04-20,2010-08-11,2010-10-25,844,3.46,-0.6449590369503428,True,2519,True
002085,15,2013-05-27,2014-08-07,2015-04-22,417,1.71,-0.3098380221653878,True,1471,True
002086,8,2008-10-27,2008-11-06,2010-11-04,487,2.0,-0.3093622795115333,False,0,True
002090,2,2013-05-27,2013-05-28,2015-05-21,473,1.94,-0.25086054907228605,False,74,True
002091,1,2006-12-08,2006-12-08,2010-08-24,899,3.68,-0.6887250996015937,False,958,True
002095,2,2013-05-27,2013-05-28,2015-02-13,421,1.73,-0.4062157866855024,False,1016,True
002096,1,2006-12-22,2006-12-22,2010-12-14,958,3.93,-0.7666666666666666,False,125,True
002097,1,2006-12-22,2006-12-22,2007-10-17,193,0.79,-0.1905298759864713,False,175,True
002098,2,2013-05-27,2013-05-28,2015-05-21,462,1.89,-0.2046718576195773,False,23,True
002099,2,2013-05-27,2013-05-28,2015-06-12,353,1.45,-0.28551532033426175,False,1089,True
002101,20,2018-12-14,2019-07-01,2022-07-22,873,3.58,-0.5029174259776303,False,26,True
002103,2,2013-05-27,2013-05-28,2015-05-20,403,1.65,-0.18766284523189158,False,16,True
002104,2,2013-05-27,2013-05-28,2015-05-22,429,1.76,-0.27484059511158354,False,699,True
002107,2,2013-05-27,2013-05-28,2015-03-18,436,1.79,-0.27024827024827025,False,35,True
002112,2,2013-05-27,2013-05-28,2015-06-02,474,1.94,-0.28442576501700034,False,0,True
002117,2,2013-05-27,2013-05-28,2015-05-11,475,1.95,-0.2804923035648412,False,945,True
002119,2,2013-05-27,2013-05-28,2015-05-26,387,1.59,-0.23349436392914658,False,22,True
002120,2,2013-05-27,2013-05-28,2016-08-03,735,3.01,-0.6959172383270635,True,628,True
002121,2,2013-05-27,2013-05-28,2015-06-01,468,1.92,-0.23900855709648872,False,364,True
002123,16,2008-09-11,2008-11-07,2010-11-29,529,2.17,-0.22149960536700863,False,421,True
002125,10,2018-12-14,2019-01-14,2022-07-21,872,3.57,-0.4313155457932252,False,0,True
002127,3,2013-05-27,2015-10-20,2015-11-17,365,1.5,-0.331830985915493,True,1146,True
002129,797,2011-09-29,2019-12-31,2015-06-15,847,3.47,-0.46212495200482695,False,1943,True
002130,35,2020-08-11,2020-12-31,2024-12-27,1063,4.36,-0.4983024812147777,,223,True
002131,2,2013-05-27,2013-05-28,2015-05-14,343,1.41,-0.22838190002369108,False,1165,True
002137,2,2013-05-27,2013-05-28,2015-12-30,458,1.88,-0.2848523024898053,False,1,True
002139,5,2018-12-14,2019-01-07,2021-11-29,716,2.93,-0.33172506765865584,False,61,True
002141,2,2013-05-27,2013-05-28,2015-06-08,467,1.91,-0.24349836255056834,False,30,True
002145,10,2018-12-14,2019-01-14,2021-07-16,627,2.57,-0.2922201138519924,False,368,True
002150,10,2018-12-14,2019-01-14,2023-01-11,985,4.04,-0.4057588586672852,False,0,True
002152,304,2011-12-15,2013-11-08,2015-06-02,782,3.2,-0.32370660923960415,False,2438,True
002153,25,2011-04-15,2014-05-05,2015-05-29,894,3.66,-0.47749521773376846,False,1690,True
002156,2,2013-05-27,2013-05-28,2015-06-02,488,2.0,-0.26566661231588684,False,1419,True
002157,211,2017-04-24,2018-12-19,2020-08-07,803,3.29,-0.4659192664493714,False,1220,True
002163,3,2018-11-27,2019-01-03,2020-08-18,419,1.72,-0.4447976878612717,False,406,True
002166,1,2008-04-25,2008-04-25,2010-09-10,560,2.3,-0.6802794196668458,False,0,True
002168,2,2007-09-19,2008-04-25,2011-03-14,824,3.38,-0.7886819484240688,False,693,True
002169,2,2013-05-27,2013-05-28,2015-05-19,433,1.77,-0.23666733749245328,False,132,True
002174,2,2013-05-27,2013-05-28,2015-04-14,359,1.47,-0.4535465755097058,False,1258,True
002175,2,2013-05-27,2013-05-28,2015-03-23,331,1.36,-0.27752520260921143,False,309,True
002176,101,2018-10-12,2020-01-17,2021-09-14,707,2.9,-0.81752490901181,False,1037,True
002177,2,2013-05-27,2013-05-28,2015-05-20,479,1.96,-0.2967189267819621,False,97,True
002178,2,2013-05-27,2013-05-28,2015-03-24,376,1.54,-0.21799704966398947,False,247,True
002179,22,2014-04-28,2016-02-01,2018-04-02,960,3.93,-0.5286811539902585,True,1687,True
002180,2,2013-05-27,2013-05-28,2015-05-27,274,1.12,-0.27611790655704826,True,793,True
002183,349,2010-11-15,2014-12-26,2015-05-13,1070,4.39,-0.5589317879238782,False,1692,True
002184,2,2013-05-27,2013-05-28,2015-03-09,392,1.61,-0.36387607119314436,False,29,True
002185,108,2015-09-01,2019-05-16,2020-07-14,1176,4.82,-0.5907805763023348,False,1738,True
002188,2,2013-05-27,2013-05-28,2015-06-15,403,1.65,-0.2886296360787045,False,6,True
002189,2,2013-05-27,2013-05-28,2015-05-27,442,1.81,-0.45914999856515626,False,126,True
002190,1,2008-04-25,2008-04-25,2010-08-20,552,2.26,-0.6367901234567901,False,1265,True
002192,97,2008-04-25,2020-12-24,2010-09-10,571,2.34,-0.6175395858708892,False,214,True
002195,2,2013-05-27,2013-05-28,2015-02-25,334,1.37,-0.3855514306071174,False,1400,True
002197,2,2013-05-27,2013-05-28,2015-05-12,458,1.88,-0.3995180722891566,False,233,True
002201,23,2013-05-27,2019-07-01,2015-06-23,466,1.91,-0.3333737569730779,False,92,True
002210,950,2010-05-12,2014-04-28,2015-05-11,1196,4.9,-0.5531597158987434,True,36,True
002214,10,2018-12-14,2019-01-14,2020-07-06,375,1.54,-0.32089552238805974,False,227,True
002215,2,2013-05-27,2013-05-28,2015-05-14,437,1.79,-0.24358660585159642,False,511,True
002216,10,2018-12-14,2019-01-14,2020-08-19,407,1.67,-0.15211465752220155,False,454,True
002217,346,2010-07-02,2014-01-09,2015-06-11,1075,4.41,-0.6103421831063068,False,505,True
002221,4,2013-04-11,2013-04-16,2015-05-26,493,2.02,-0.35235378031383735,False,1437,True
002223,42,2008-04-25,2013-01-11,2010-05-21,501,2.05,-0.4718498659517426,True,2022,True
002228,2,2013-05-27,2013-05-28,2015-05-21,483,1.98,-0.17824739986722737,False,149,True
002229,23,2013-05-27,2019-07-01,2015-04-30,453,1.86,-0.4058102370843868,False,48,True
002230,426,2011-05-12,2013-04-15,2015-05-26,954,3.91,-0.3934543604623777,False,2250,True
002235,2,2013-05-27,2013-05-28,2015-06-01,427,1.75,-0.366698595146871,False,0,True
002240,158,2016-09-13,2020-10-30,2021-08-27,1199,4.91,-0.6421369647767448,False,582,True
002241,280,2018-04-23,2019-08-09,2021-12-13,886,3.63,-0.47248891648626656,False,2299,True
002245,22,2013-05-27,2019-07-01,2016-07-07,731,3.0,-0.5776573016930463,False,732,True
002247,2,2013-05-27,2013-05-28,2015-06-03,489,2.0,-0.3624894869638352,False,366,True
002252,435,2011-06-24,2013-12-04,2014-05-12,615,2.52,-0.2808929481114911,True,1736,True
002256,2,2013-05-27,2013-05-28,2015-04-03,414,1.7,-0.2849379799173066,False,350,True
002261,43,2013-05-27,2020-10-26,2015-04-30,333,1.36,-0.4333028983282293,False,859,True
002268,2,2013-05-27,2013-05-28,2015-02-09,354,1.45,-0.3113282204093596,False,1497,True
002271,578,2015-08-24,2019-02-22,2020-07-20,1192,4.89,-0.583543052948871,False,1484,True
002276,68,2013-05-27,2015-01-09,2015-05-12,467,1.91,-0.22024326672458727,False,1200,True
002279,2,2013-05-27,2013-05-28,2015-04-14,325,1.33,-0.24351979496340026,False,109,True
002284,2,2013-05-27,2013-05-28,2015-06-04,488,2.0,-0.28167730173199634,False,596,True
002285,168,2013-05-27,2014-09-29,2015-03-24,433,1.77,-0.3626714565643371,False,1524,True
002290,3,2013-05-27,2015-01-28,2015-06-03,370,1.52,-0.2833489843325261,False,13,True
002291,21,2018-12-14,2019-07-01,2020-01-09,260,1.07,-0.2768528464017186,False,302,True
002292,128,2012-09-06,2013-06-25,2015-05-08,576,2.36,-0.3157658433379257,False,1320,True
002295,2,2013-05-27,2013-05-28,2015-06-10,466,1.91,-0.20399999999999996,False,0,True
002301,2,2013-05-27,2013-05-28,2015-06-02,365,1.5,-0.2972181551976574,False,857,True
002303,7,2013-05-27,2013-10-08,2015-05-19,436,1.79,-0.28026172300981467,False,1085,True
002304,28,2013-10-28,2014-01-30,2018-06-12,1130,4.63,-0.34430998534881097,True,2535,True
002311,390,2015-08-24,2017-06-14,2020-08-05,1204,4.93,-0.2701612666161055,False,1939,True
002312,66,2013-05-27,2019-07-01,2015-03-11,329,1.35,-0.46791041192878,False,715,True
002314,1,2013-05-28,2013-05-28,2015-06-15,428,1.75,-0.21107784431137733,False,67,True
002319,299,2011-09-26,2014-04-28,2015-06-16,789,3.23,-0.44340254521098454,False,0,True
002324,1,2019-01-03,2019-01-03,2022-08-23,882,3.61,-0.4322174972381543,False,147,True
002326,423,2013-05-27,2020-12-31,2015-04-08,447,1.83,-0.27234519473241803,False,707,True
002329,2,2013-05-27,2013-05-28,2015-06-05,384,1.57,-0.23299101412066758,False,251,True
002331,2,2013-05-27,2013-05-28,2015-05-20,388,1.59,-0.24894857912958612,False,36,True
002335,10,2018-12-14,2019-01-14,2021-11-10,703,2.88,-0.34303268196945136,False,580,True
002337,2,2013-05-27,2013-05-28,2015-03-20,400,1.64,-0.2601788729751704,False,112,True
002338,1,2013-05-28,2013-05-28,2015-06-03,491,2.01,-0.2723717767072825,False,267,True
002339,2,2013-05-27,2013-05-28,2015-06-12,499,2.05,-0.28814279643008933,False,151,True
002343,2,2013-05-27,2013-05-28,2015-11-09,417,1.71,-0.4815214459131374,False,557,True
002346,2,2013-05-27,2013-05-28,2016-12-28,704,2.89,-0.406936416184971,False,73,True
002349,2,2013-05-27,2013-05-28,2015-06-01,422,1.73,-0.28314393939393934,False,231,True
002351,23,2013-05-27,2019-07-01,2015-06-02,467,1.91,-0.3013595166163142,False,166,True
002352,2,2013-05-27,2013-05-28,2016-06-17,705,2.89,-0.5254349627174814,False,895,True
002354,2,2013-05-27,2013-05-28,2014-09-15,245,1.0,-0.38426433004746263,True,545,True
002357,1,2013-05-27,2013-05-27,2015-06-12,470,1.93,-0.27068546426835194,False,18,True
002358,1,2010-02-10,2010-02-10,2014-11-05,1101,4.51,-0.3744207599629287,False,1011,True
002361,2,2013-05-27,2013-05-28,2015-05-29,403,1.65,-0.3118148599269184,False,2,True
